subject,relation,object,cat
Roasted Chicken Breast with Rosemary,Ingredient,Chicken Breast,B1
烤鸡胸配迷迭香,食谱的食材构成,迷迭香干碎,D
Roasted Chicken Breast with Rosemary,Ingredient,Dried Rosemary,D
烤鸡胸配迷迭香,食谱的食材构成,盐,D
Roasted Chicken Breast with Rosemary,Ingredient,Salt,D
烤鸡胸配迷迭香,食谱的食材构成,黑胡椒粉,D
Roasted Chicken Breast with Rosemary,Ingredient,Black Pepper Powder,D
烤鸡胸配迷迭香,食谱的食材构成,橄榄油,D
Roasted Chicken Breast with Rosemary,Ingredient,Olive Oil,D
鸡肉凯撒沙拉,食谱的功效,补中益气,食谱的功效
Chicken Caesar Salad,Health Benefit,Tonify Middle Qi,Health Benefit
鸡肉凯撒沙拉,食谱的功效,清热,食谱的功效
Chicken Caesar Salad,Health Benefit,Clear Heat,Health Benefit
鸡肉凯撒沙拉,食谱的功效,润肤,食谱的功效
Chicken Caesar Salad,Health Benefit,Moisturize Skin,Health Benefit
鸡肉凯撒沙拉,食谱的功效,利湿,食谱的功效
Chicken Caesar Salad,Health Benefit,Dispel Dampness,Health Benefit
鸡肉凯撒沙拉,食谱的功效,消肿,食谱的功效
Chicken Caesar Salad,Health Benefit,Reduce Swelling,Health Benefit
鸡肉凯撒沙拉,食谱的功效,稳定内分泌,食谱的功效
Chicken Caesar Salad,Health Benefit,Stabilize Endocrine System,Health Benefit
鸡肉凯撒沙拉,食谱的功效,补益气血,食谱的功效
Chicken Caesar Salad,Health Benefit,Tonify Qi and Blood,Health Benefit
鸡肉凯撒沙拉,食谱的功效,健脾开胃,食谱的功效
Chicken Caesar Salad,Health Benefit,Strengthen Spleen and Stimulate Appetite,Health Benefit
鸡肉凯撒沙拉,食谱的功效,安神益智,食谱的功效
Chicken Caesar Salad,Health Benefit,Calm the Mind and Enhance Intelligence,Health Benefit
鸡肉凯撒沙拉,食谱的食材构成,鸡胸肉,B1
Chicken Caesar Salad,Ingredient,Chicken Breast,B1
鸡肉凯撒沙拉,食谱的食材构成,罗马生菜,A2
Chicken Caesar Salad,Ingredient,Romaine Lettuce,A2
鸡肉凯撒沙拉,食谱的食材构成,全麦面包丁,C
Chicken Caesar Salad,Ingredient,Whole Wheat Croutons,C
鸡肉凯撒沙拉,食谱的食材构成,凯撒酱,C
Chicken Caesar Salad,Ingredient,Caesar Dressing,C
鸡肉凯撒沙拉,食谱的食材构成,干酪碎,C
Chicken Caesar Salad,Ingredient,Grated Cheese,C
鸡肉凯撒沙拉,食谱的食材构成,盐,D
Chicken Caesar Salad,Ingredient,Salt,D
鸡肉凯撒沙拉,食谱的食材构成,黑胡椒粉,D
Chicken Caesar Salad,Ingredient,Black Pepper Powder,D
扒牛肉配黑胡椒,食谱的功效,补气血,食谱的功效
Grilled Beef with Black Pepper,Health Benefit,Tonify Qi and Blood,Health Benefit
扒牛肉配黑胡椒,食谱的功效,温中散寒,食谱的功效
Grilled Beef with Black Pepper,Health Benefit,Warm Middle and Dispel Cold,Health Benefit
扒牛肉配黑胡椒,食谱的功效,增强免疫,食谱的功效
Grilled Beef with Black Pepper,Health Benefit,Boost Immunity,Health Benefit
扒牛肉配黑胡椒,食谱的功效,促进皮肤修复,食谱的功效
Grilled Beef with Black Pepper,Health Benefit,Promote Skin Repair,Health Benefit
扒牛肉配黑胡椒,食谱的食材构成,牛排,B1
Grilled Beef with Black Pepper,Ingredient,Beef Steak,B1
扒牛肉配黑胡椒,食谱的食材构成,盐,D
Grilled Beef with Black Pepper,Ingredient,Salt,D
扒牛肉配黑胡椒,食谱的食材构成,黑胡椒碎,D
Grilled Beef with Black Pepper,Ingredient,Ground Black Pepper,D
扒牛肉配黑胡椒,食谱的食材构成,黄油,D
Grilled Beef with Black Pepper,Ingredient,Butter,D
烤南瓜泥,食谱的功效,补中益气,食谱的功效
Roasted Pumpkin Puree,Health Benefit,Tonify Middle Qi,Health Benefit
烤南瓜泥,食谱的功效,清热,食谱的功效
Roasted Pumpkin Puree,Health Benefit,Clear Heat,Health Benefit
烤南瓜泥,食谱的功效,化湿,食谱的功效
Roasted Pumpkin Puree,Health Benefit,Transform Dampness,Health Benefit
烤南瓜泥,食谱的功效,养颜,食谱的功效
Roasted Pumpkin Puree,Health Benefit,Beautify Skin,Health Benefit
烤南瓜泥,食谱的功效,润肤,食谱的功效
Roasted Pumpkin Puree,Health Benefit,Moisturize Skin,Health Benefit
烤南瓜泥,食谱的功效,安神,食谱的功效
Roasted Pumpkin Puree,Health Benefit,Calm the Mind,Health Benefit
烤南瓜泥,食谱的功效,定心,食谱的功效
Roasted Pumpkin Puree,Health Benefit,Settle the Heart,Health Benefit
烤南瓜泥,食谱的食材构成,南瓜,A2
Roasted Pumpkin Puree,Ingredient,Pumpkin,A2
烤南瓜泥,食谱的食材构成,橄榄油,D
Roasted Pumpkin Puree,Ingredient,Olive Oil,D
烤南瓜泥,食谱的食材构成,盐,D
Roasted Pumpkin Puree,Ingredient,Salt,D
烤南瓜泥,食谱的食材构成,肉豆蔻粉,D
Roasted Pumpkin Puree,Ingredient,Nutmeg Powder,D
意式番茄炒蛋,食谱的功效,清热,食谱的功效
Italian Tomato Scrambled Eggs,Health Benefit,Clear Heat,Health Benefit
意式番茄炒蛋,食谱的功效,利湿,食谱的功效
Italian Tomato Scrambled Eggs,Health Benefit,Resolve Dampness,Health Benefit
意式番茄炒蛋,食谱的功效,补益脾胃,食谱的功效
Italian Tomato Scrambled Eggs,Health Benefit,Strengthen Spleen and Stomach,Health Benefit
意式番茄炒蛋,食谱的功效,生津,食谱的功效
Italian Tomato Scrambled Eggs,Health Benefit,Promote Fluid Production,Health Benefit
意式番茄炒蛋,食谱的功效,润燥,食谱的功效
Italian Tomato Scrambled Eggs,Health Benefit,Moisturize Dryness,Health Benefit
意式番茄炒蛋,食谱的功效,缓解肌肤炎症,食谱的功效
Italian Tomato Scrambled Eggs,Health Benefit,Relieve Skin Inflammation,Health Benefit
意式番茄炒蛋,食谱的食材构成,鸡蛋,B2
Italian Tomato Scrambled Eggs,Ingredient,Egg,B2
意式番茄炒蛋,食谱的食材构成,番茄丁,A2
Italian Tomato Scrambled Eggs,Ingredient,Diced Tomato,A2
意式番茄炒蛋,食谱的食材构成,橄榄油,D
Italian Tomato Scrambled Eggs,Ingredient,Olive Oil,D
意式番茄炒蛋,食谱的食材构成,盐,D
Italian Tomato Scrambled Eggs,Ingredient,Salt,D
意式番茄炒蛋,食谱的食材构成,黑胡椒粉,D
Italian Tomato Scrambled Eggs,Ingredient,Black Pepper Powder,D
莴笋牛油果沙拉,食谱的功效,清热,食谱的功效
Lettuce Avocado Salad,Health Benefit,Clear Heat,Health Benefit
莴笋牛油果沙拉,食谱的功效,化湿,食谱的功效
Lettuce Avocado Salad,Health Benefit,Transform Dampness,Health Benefit
莴笋牛油果沙拉,食谱的功效,润肠,食谱的功效
Lettuce Avocado Salad,Health Benefit,Moisten Intestines,Health Benefit
莴笋牛油果沙拉,食谱的功效,通便,食谱的功效
Lettuce Avocado Salad,Health Benefit,Relieve Constipation,Health Benefit
莴笋牛油果沙拉,食谱的功效,补充营养,食谱的功效
Lettuce Avocado Salad,Health Benefit,Supplement Nutrition,Health Benefit
莴笋牛油果沙拉,食谱的功效,辅助祛痘,食谱的功效
Lettuce Avocado Salad,Health Benefit,Assist Acne Removal,Health Benefit
莴笋牛油果沙拉,食谱的食材构成,莴笋,A2
Lettuce Avocado Salad,Ingredient,Lettuce,A2
莴笋牛油果沙拉,食谱的食材构成,牛油果,A3
Lettuce Avocado Salad,Ingredient,Avocado,A3
莴笋牛油果沙拉,食谱的食材构成,柠檬汁,D
Lettuce Avocado Salad,Ingredient,Lemon Juice,D
莴笋牛油果沙拉,食谱的食材构成,盐,D
Lettuce Avocado Salad,Ingredient,Salt,D
莴笋牛油果沙拉,食谱的食材构成,黑胡椒粉,D
Lettuce Avocado Salad,Ingredient,Black Pepper Powder,D
烤茄子配帕尔马奶酪,食谱的功效,清热,食谱的功效
Roasted Eggplant with Parmesan Cheese,Health Benefit,Clear Heat,Health Benefit
烤茄子配帕尔马奶酪,食谱的功效,解毒,食谱的功效
Roasted Eggplant with Parmesan Cheese,Health Benefit,Detoxify,Health Benefit
烤茄子配帕尔马奶酪,食谱的功效,利湿,食谱的功效
Roasted Eggplant with Parmesan Cheese,Health Benefit,Resolve Dampness,Health Benefit
烤茄子配帕尔马奶酪,食谱的功效,降火,食谱的功效
Roasted Eggplant with Parmesan Cheese,Health Benefit,Reduce Fire,Health Benefit
烤茄子配帕尔马奶酪,食谱的功效,活血化瘀,食谱的功效
Roasted Eggplant with Parmesan Cheese,Health Benefit,Promote Blood Circulation and Remove Stasis,Health Benefit
烤茄子配帕尔马奶酪,食谱的功效,促进皮肤愈合,食谱的功效
Roasted Eggplant with Parmesan Cheese,Health Benefit,Promote Skin Healing,Health Benefit
烤茄子配帕尔马奶酪,食谱的食材构成,茄子,A2
Roasted Eggplant with Parmesan Cheese,Ingredient,Eggplant,A2
烤茄子配帕尔马奶酪,食谱的食材构成,帕尔马奶酪碎,B2
Roasted Eggplant with Parmesan Cheese,Ingredient,Parmesan Cheese,B2
烤茄子配帕尔马奶酪,食谱的食材构成,橄榄油,D
Roasted Eggplant with Parmesan Cheese,Ingredient,Olive Oil,D
烤茄子配帕尔马奶酪,食谱的食材构成,盐,D
Roasted Eggplant with Parmesan Cheese,Ingredient,Salt,D
烤茄子配帕尔马奶酪,食谱的食材构成,黑胡椒粉,D
Roasted Eggplant with Parmesan Cheese,Ingredient,Black Pepper Powder,D
西式鹰嘴豆泥,食谱的功效,健脾,食谱的功效
Western Hummus,Health Benefit,Strengthen Spleen,Health Benefit
西式鹰嘴豆泥,食谱的功效,益气,食谱的功效
Western Hummus,Health Benefit,Tonify Qi,Health Benefit
西式鹰嘴豆泥,食谱的功效,清热,食谱的功效
Western Hummus,Health Benefit,Clear Heat,Health Benefit
西式鹰嘴豆泥,食谱的功效,排毒,食谱的功效
Western Hummus,Health Benefit,Detoxify,Health Benefit
西式鹰嘴豆泥,食谱的功效,滋养肌肤,食谱的功效
Western Hummus,Health Benefit,Nourish Skin,Health Benefit
西式鹰嘴豆泥,食谱的功效,调节内分泌,食谱的功效
Western Hummus,Health Benefit,Regulate Endocrine,Health Benefit
西式鹰嘴豆泥,食谱的功效,健脾和胃,食谱的功效
Western Hummus,Health Benefit,Strengthen Spleen and Stomach,Health Benefit
西式鹰嘴豆泥,食谱的功效,补虚益气,食谱的功效
Western Hummus,Health Benefit,Tonify Deficiency and Qi,Health Benefit
西式鹰嘴豆泥,食谱的功效,降脂清肠,食谱的功效
Western Hummus,Health Benefit,Lower Fat and Cleanse Intestines,Health Benefit
西式鹰嘴豆泥,食谱的食材构成,鹰嘴豆,A1
Western Hummus,Ingredient,Chickpeas,A1
西式鹰嘴豆泥,食谱的食材构成,橄榄油,D
Western Hummus,Ingredient,Olive Oil,D
西式鹰嘴豆泥,食谱的食材构成,柠檬汁,D
Western Hummus,Ingredient,Lemon Juice,D
西式鹰嘴豆泥,食谱的食材构成,蒜蓉,D
Western Hummus,Ingredient,Minced Garlic,D
西式鹰嘴豆泥,食谱的食材构成,盐,D
Western Hummus,Ingredient,Salt,D
西式鹰嘴豆泥,食谱的食材构成,芝麻酱,D
Western Hummus,Ingredient,Sesame Paste,D
土耳其酸奶黄瓜汤,食谱的功效,清热,食谱的功效
Turkish Yogurt Cucumber Soup,Health Benefit,Clear Heat,Health Benefit
土耳其酸奶黄瓜汤,食谱的功效,生津,食谱的功效
Turkish Yogurt Cucumber Soup,Health Benefit,Promote Fluid Production,Health Benefit
土耳其酸奶黄瓜汤,食谱的功效,润燥,食谱的功效
Turkish Yogurt Cucumber Soup,Health Benefit,Moisturize Dryness,Health Benefit
土耳其酸奶黄瓜汤,食谱的功效,祛湿,食谱的功效
Turkish Yogurt Cucumber Soup,Health Benefit,Remove Dampness,Health Benefit
土耳其酸奶黄瓜汤,食谱的功效,养阴,食谱的功效
Turkish Yogurt Cucumber Soup,Health Benefit,Nourish Yin,Health Benefit
土耳其酸奶黄瓜汤,食谱的功效,降火,食谱的功效
Turkish Yogurt Cucumber Soup,Health Benefit,Reduce Fire,Health Benefit
土耳其酸奶黄瓜汤,食谱的功效,安神,食谱的功效
Turkish Yogurt Cucumber Soup,Health Benefit,Calm the Mind,Health Benefit
土耳其酸奶黄瓜汤,食谱的功效,定心,食谱的功效
Turkish Yogurt Cucumber Soup,Health Benefit,Stabilize the Heart,Health Benefit
土耳其酸奶黄瓜汤,食谱的食材构成,黄瓜,A2
Turkish Yogurt Cucumber Soup,Ingredient,Cucumber,A2
土耳其酸奶黄瓜汤,食谱的食材构成,无糖酸奶,B2
Turkish Yogurt Cucumber Soup,Ingredient,Unsweetened Yogurt,B2
土耳其酸奶黄瓜汤,食谱的食材构成,蒜蓉,D
Turkish Yogurt Cucumber Soup,Ingredient,Minced Garlic,D
土耳其酸奶黄瓜汤,食谱的食材构成,干薄荷碎,D
Turkish Yogurt Cucumber Soup,Ingredient,Dried Mint Flakes,D
土耳其酸奶黄瓜汤,食谱的食材构成,盐,D
Turkish Yogurt Cucumber Soup,Ingredient,Salt,D
土耳其酸奶黄瓜汤,食谱的食材构成,黑胡椒粉,D
Turkish Yogurt Cucumber Soup,Ingredient,Black Pepper Powder,D
牛油果菠菜蛋白卷,食谱的功效,清热,食谱的功效
Avocado Spinach Egg White Roll,Health Benefit,Clear Heat,Health Benefit
牛油果菠菜蛋白卷,食谱的功效,降火,食谱的功效
Avocado Spinach Egg White Roll,Health Benefit,Reduce Internal Heat,Health Benefit
牛油果菠菜蛋白卷,食谱的功效,补益气血,食谱的功效
Avocado Spinach Egg White Roll,Health Benefit,Tonify Qi and Blood,Health Benefit
牛油果菠菜蛋白卷,食谱的功效,滋阴,食谱的功效
Avocado Spinach Egg White Roll,Health Benefit,Nourish Yin,Health Benefit
牛油果菠菜蛋白卷,食谱的功效,润燥,食谱的功效
Avocado Spinach Egg White Roll,Health Benefit,Moisten Dryness,Health Benefit
牛油果菠菜蛋白卷,食谱的功效,减少痘痘生成,食谱的功效
Avocado Spinach Egg White Roll,Health Benefit,Reduce Acne Formation,Health Benefit
牛油果菠菜蛋白卷,食谱的食材构成,鸡蛋清,B2
Avocado Spinach Egg White Roll,Ingredient,Egg White,B2
牛油果菠菜蛋白卷,食谱的食材构成,菠菜,A2
Avocado Spinach Egg White Roll,Ingredient,Spinach,A2
牛油果菠菜蛋白卷,食谱的食材构成,牛油果,A3
Avocado Spinach Egg White Roll,Ingredient,Avocado,A3
牛油果菠菜蛋白卷,食谱的食材构成,盐,D
Avocado Spinach Egg White Roll,Ingredient,Salt,D
牛油果菠菜蛋白卷,食谱的食材构成,黑胡椒粉,D
Avocado Spinach Egg White Roll,Ingredient,Black Pepper Powder,D
香蕉燕麦煎饼,食谱的功效,健脾,食谱的功效
Banana Oat Pancake,Health Benefit,Strengthen Spleen,Health Benefit
香蕉燕麦煎饼,食谱的功效,益气,食谱的功效
Banana Oat Pancake,Health Benefit,Replenish Qi,Health Benefit
香蕉燕麦煎饼,食谱的功效,清热,食谱的功效
Banana Oat Pancake,Health Benefit,Clear Heat,Health Benefit
香蕉燕麦煎饼,食谱的功效,润肺,食谱的功效
Banana Oat Pancake,Health Benefit,Moisten Lungs,Health Benefit
香蕉燕麦煎饼,食谱的功效,安神,食谱的功效
Banana Oat Pancake,Health Benefit,Calm Mind,Health Benefit
香蕉燕麦煎饼,食谱的功效,助眠,食谱的功效
Banana Oat Pancake,Health Benefit,Improve Sleep,Health Benefit
香蕉燕麦煎饼,食谱的功效,辅助皮肤修护,食谱的功效
Banana Oat Pancake,Health Benefit,Assist Skin Repair,Health Benefit
香蕉燕麦煎饼,食谱的食材构成,燕麦粉,A1
Banana Oat Pancake,Ingredient,Oat Flour,A1
香蕉燕麦煎饼,食谱的食材构成,香蕉,A3
Banana Oat Pancake,Ingredient,Banana,A3
香蕉燕麦煎饼,食谱的食材构成,鸡蛋,B2
Banana Oat Pancake,Ingredient,Egg,B2
香蕉燕麦煎饼,食谱的食材构成,牛奶,B2
Banana Oat Pancake,Ingredient,Milk,B2
香蕉燕麦煎饼,食谱的食材构成,盐,D
Banana Oat Pancake,Ingredient,Salt,D
香蕉燕麦煎饼,食谱的食材构成,橄榄油,D
Banana Oat Pancake,Ingredient,Olive Oil,D
意式火腿芝士三明治,食谱的功效,健脾,食谱的功效
Italian Ham Cheese Sandwich,Health Benefit,Strengthen Spleen,Health Benefit
意式火腿芝士三明治,食谱的功效,生津,食谱的功效
Italian Ham Cheese Sandwich,Health Benefit,Promote Saliva Production,Health Benefit
意式火腿芝士三明治,食谱的功效,补气,食谱的功效
Italian Ham Cheese Sandwich,Health Benefit,Replenish Qi,Health Benefit
意式火腿芝士三明治,食谱的功效,和中,食谱的功效
Italian Ham Cheese Sandwich,Health Benefit,Harmonize Stomach,Health Benefit
意式火腿芝士三明治,食谱的功效,促进蛋白质吸收,食谱的功效
Italian Ham Cheese Sandwich,Health Benefit,Promote Protein Absorption,Health Benefit
意式火腿芝士三明治,食谱的功效,缓解皮肤炎症,食谱的功效
Italian Ham Cheese Sandwich,Health Benefit,Relieve Skin Inflammation,Health Benefit
意式火腿芝士三明治,食谱的食材构成,全麦面包片,A1
Italian Ham Cheese Sandwich,Ingredient,Whole Wheat Bread Slice,A1
意式火腿芝士三明治,食谱的食材构成,意式火腿,B1
Italian Ham Cheese Sandwich,Ingredient,Italian Ham,B1
意式火腿芝士三明治,食谱的食材构成,芝士片,B2
Italian Ham Cheese Sandwich,Ingredient,Cheese Slice,B2
意式火腿芝士三明治,食谱的食材构成,生菜叶,A2
Italian Ham Cheese Sandwich,Ingredient,Lettuce Leaf,A2
意式火腿芝士三明治,食谱的食材构成,番茄片,A2
Italian Ham Cheese Sandwich,Ingredient,Tomato Slice,A2
意式火腿芝士三明治,食谱的食材构成,黄芥末酱,D
Italian Ham Cheese Sandwich,Ingredient,Yellow Mustard Sauce,D
油醋汁烤时蔬,食谱的功效,清热,食谱的功效
Roasted Vegetables with Vinaigrette,Health Benefit,Clear Heat,Health Benefit
油醋汁烤时蔬,食谱的功效,解毒,食谱的功效
Roasted Vegetables with Vinaigrette,Health Benefit,Detoxify,Health Benefit
油醋汁烤时蔬,食谱的功效,补充维生素,食谱的功效
Roasted Vegetables with Vinaigrette,Health Benefit,Supplement Vitamins,Health Benefit
油醋汁烤时蔬,食谱的功效,促进肠道蠕动,食谱的功效
Roasted Vegetables with Vinaigrette,Health Benefit,Promote Intestinal Peristalsis,Health Benefit
油醋汁烤时蔬,食谱的功效,帮助祛痘,食谱的功效
Roasted Vegetables with Vinaigrette,Health Benefit,Help Reduce Acne,Health Benefit
油醋汁烤时蔬,食谱的食材构成,西兰花,A2
Roasted Vegetables with Vinaigrette,Ingredient,Broccoli,A2
油醋汁烤时蔬,食谱的食材构成,胡萝卜,A2
Roasted Vegetables with Vinaigrette,Ingredient,Carrot,A2
油醋汁烤时蔬,食谱的食材构成,洋葱,A2
Roasted Vegetables with Vinaigrette,Ingredient,Onion,A2
油醋汁烤时蔬,食谱的食材构成,橄榄油,D
Roasted Vegetables with Vinaigrette,Ingredient,Olive Oil,D
油醋汁烤时蔬,食谱的食材构成,香醋,D
Roasted Vegetables with Vinaigrette,Ingredient,Vinegar,D
油醋汁烤时蔬,食谱的食材构成,盐,D
Roasted Vegetables with Vinaigrette,Ingredient,Salt,D
油醋汁烤时蔬,食谱的食材构成,黑胡椒粉,D
Roasted Vegetables with Vinaigrette,Ingredient,Black Pepper Powder,D
培根鸡蛋玛芬,食谱的功效,补中益气,食谱的功效
Bacon Egg Muffin,Health Benefit,Tonify Middle and Replenish Qi,Health Benefit
培根鸡蛋玛芬,食谱的功效,健脾养血,食谱的功效
Bacon Egg Muffin,Health Benefit,Strengthen Spleen and Nourish Blood,Health Benefit
培根鸡蛋玛芬,食谱的功效,增强体力,食谱的功效
Bacon Egg Muffin,Health Benefit,Enhance Physical Strength,Health Benefit
培根鸡蛋玛芬,食谱的功效,缓解皮肤炎症,食谱的功效
Bacon Egg Muffin,Health Benefit,Relieve Skin Inflammation,Health Benefit
培根鸡蛋玛芬,食谱的食材构成,全麦英式玛芬,A1
Bacon Egg Muffin,Ingredient,Whole Wheat English Muffin,A1
培根鸡蛋玛芬,食谱的食材构成,培根,B1
Bacon Egg Muffin,Ingredient,Bacon,B1
培根鸡蛋玛芬,食谱的食材构成,鸡蛋,B2
Bacon Egg Muffin,Ingredient,Egg,B2
